iteration,x_1,x_2,x_3,x_4,y_1,y_2,norm_d,distance_PS,difference,cos,alpha_1,alpha_2,is_start_hitting,is_stop_hitting
0,0.5288584232330322,-0.24989283084869385,-0.8498306274414062,0.06156432628631592,0.9240318536758423,0.7896198630332947,0.293337345123291,0.2240392118692398,0.0,1.0,0.49999999826402464,0.49999999883695484,False,False
1,0.5286397933959961,-0.24988847970962524,-0.849654495716095,0.061479490250349045,0.9239999055862427,0.7894797325134277,0.29343533515930176,0.22409845888614655,0.0,1.0000001192092896,0.4999999982647296,0.49999999883758894,False,False
2,0.5284210443496704,-0.24988414347171783,-0.8494783043861389,0.06139461323618889,0.9239679574966431,0.7893393635749817,0.29353341460227966,0.22415773570537567,1.666000493116826e-08,1.0000001192092896,0.49999999826545066,0.4999999988382383,False,False
3,0.5282022356987,-0.24987982213497162,-0.8493020534515381,0.06130969896912575,0.9239360094070435,0.7891989946365356,0.2936314642429352,0.22421693801879883,1.4901161193847656e-08,0.9999999403953552,0.4999999982661878,0.4999999988389033,False,False
4,0.5279833674430847,-0.2498755156993866,-0.8491258025169373,0.061224743723869324,0.9239040613174438,0.7890584468841553,0.2937294840812683,0.22427605092525482,1.666000493116826e-08,1.0,0.49999999826694125,0.49999999883958346,False,False
5,0.5277643799781799,-0.24987120926380157,-0.8489494919776917,0.06113974750041962,0.9238721132278442,0.7889177799224854,0.2938275933265686,0.224335178732872,0.0,0.9999999403953552,0.49999999826771124,0.4999999988402795,False,False
6,0.5275453329086304,-0.24986691772937775,-0.8487731218338013,0.06105471029877663,0.9238401651382446,0.7887770533561707,0.29392558336257935,0.2243942767381668,7.450580596923828e-09,1.0000001192092896,0.499999998268498,0.49999999884099133,False,False
7,0.5273261666297913,-0.2498626410961151,-0.8485967516899109,0.06096963211894035,0.923808217048645,0.7886361479759216,0.29402369260787964,0.224453404545784,0.0,1.0,0.4999999982693009,0.49999999884171864,False,False
8,0.5271069407463074,-0.24985837936401367,-0.8484203219413757,0.0608845129609108,0.9237762689590454,0.7884952425956726,0.2941216826438904,0.22451239824295044,0.0,0.9999998211860657,0.4999999982701205,0.49999999884246177,False,False
9,0.5268876552581787,-0.24985413253307343,-0.8482438325881958,0.06079935282468796,0.923744261264801,0.7883541584014893,0.2942197322845459,0.22457149624824524,7.450580596923828e-09,1.0,0.499999998270957,0.49999999884322077,False,False
