iteration,x_1,x_2,x_3,x_4,y_1,y_2,norm_d,distance_PS,difference,cos,alpha_1,alpha_2,is_start_hitting,is_stop_hitting
0,0.5288584232330322,-0.24989283084869385,-0.8498306274414062,0.06156432628631592,0.9240318536758423,0.7896198630332947,0.23954831063747406,0.2240392118692398,0.0,1.0,4.031669,1.8719985,False,False
1,0.5287181735038757,-0.2498483955860138,-0.849643886089325,0.06153489276766777,0.9239898324012756,0.7895293831825256,0.23961593210697174,0.22411425411701202,0.0,1.0000001192092896,4.0303345,1.8716663,False,False
2,0.5285778641700745,-0.24980394542217255,-0.8494570851325989,0.061505451798439026,0.9239477515220642,0.7894388437271118,0.23968364298343658,0.22418934106826782,0.0,1.0,4.029,1.8713346,False,False
3,0.5284374952316284,-0.2497594803571701,-0.849270224571228,0.061475999653339386,0.9239056706428528,0.7893482446670532,0.23975132405757904,0.22426438331604004,6.664001972467304e-08,1.0000001192092896,4.027666,1.8710027,False,False
4,0.5282971262931824,-0.24971501529216766,-0.8490833640098572,0.06144653633236885,0.9238635897636414,0.7892576456069946,0.23981893062591553,0.22433942556381226,7.300048565639372e-08,1.0000001192092896,4.0263343,1.8706714,False,False
5,0.5281566977500916,-0.24967053532600403,-0.8488964438438416,0.06141706556081772,0.9238214492797852,0.789167046546936,0.23988653719425201,0.22441445291042328,0.0,0.9999999403953552,4.0250025,1.8703407,False,False
6,0.528016209602356,-0.2496260404586792,-0.8487094640731812,0.06138758361339569,0.923779308795929,0.7890762686729431,0.2399541735649109,0.2244894951581955,1.365714012990793e-07,1.0000001192092896,4.023672,1.8700092,False,False
7,0.5278757214546204,-0.24958153069019318,-0.848522424697876,0.06135809049010277,0.923737108707428,0.7889854907989502,0.24002186954021454,0.2245645672082901,4.214684778958144e-08,1.000000238418579,4.0223413,1.8696784,False,False
8,0.52773517370224,-0.24953702092170715,-0.848335325717926,0.06132858619093895,0.923694908618927,0.7888948321342468,0.24008947610855103,0.2246396392583847,0.0,1.0000001192092896,4.0210114,1.8693489,False,False
9,0.5275945663452148,-0.24949249625205994,-0.8481481671333313,0.061299074441194534,0.9236526489257812,0.7888039350509644,0.2401570975780487,0.22471463680267334,0.0,1.0,4.0196834,1.8690187,False,False
10,0.5274538993835449,-0.24944795668125153,-0.8479609489440918,0.061269551515579224,0.9236104488372803,0.7887130975723267,0.24022474884986877,0.22478967905044556,0.0,1.0,4.0183554,1.8686888,False,False
11,0.527313232421875,-0.24940340220928192,-0.8477737307548523,0.06124001741409302,0.9235681891441345,0.7886221408843994,0.2402922660112381,0.2248646765947342,0.0,1.0,4.0170302,1.8683591,False,False
12,0.5271725058555603,-0.24935884773731232,-0.847586452960968,0.061210472136735916,0.9235258102416992,0.7885312438011169,0.24035994708538055,0.22493977844715118,0.0,0.9999999403953552,4.015702,1.8680302,False,False
13,0.5270317196846008,-0.24931427836418152,-0.847399115562439,0.06118091940879822,0.9234834909439087,0.7884402275085449,0.24042750895023346,0.225014790892601,0.0,1.0,4.0143776,1.8677013,False,False
