iteration,x_1,x_2,x_3,y_1,y_2,norm_d,distance_PS,difference,cos,alpha_1,alpha_2,is_start_hitting,is_stop_hitting
312,3.2109243869781494,1.4534618854522705,2.0698914527893066,-1.386719822883606,0.04193615913391113,1.8023601770401,1.7970415353775024,0.0,1.0000001192092896,0.4999999747060703,0.4999999720500026,False,False
313,3.2111964225769043,1.4521366357803345,2.0687005519866943,-1.3904309272766113,0.03915214538574219,1.8012690544128418,1.7957268953323364,1.6858739115832577e-07,1.0,0.49999997505484384,0.4999999725197756,False,False
314,3.2114665508270264,1.4508188962936401,2.067502498626709,-1.3941493034362793,0.036382973194122314,1.80027174949646,1.7944996356964111,1.1920928955078125e-07,1.0,0.4999999754460602,0.4999999730366213,False,False
315,3.2117347717285156,1.449508547782898,2.0662975311279297,-1.397873044013977,0.03362619876861572,1.7993637323379517,1.7933558225631714,0.0,1.0,0.4999999758797673,0.4999999736005644,False,False
316,3.212001085281372,1.448205590248108,2.0650854110717773,-1.4016029834747314,0.030882418155670166,1.798548698425293,1.792298436164856,0.0,1.0,0.4999999763555044,0.4999999742108112,False,False
317,3.212265729904175,1.44691002368927,2.063866376876831,-1.4053407907485962,0.028151869773864746,1.7978252172470093,1.7913265228271484,0.0,0.9999999403953552,0.49999997687257475,0.49999997486639974,False,False
318,3.2125284671783447,1.4456218481063843,2.0626401901245117,-1.4090853929519653,0.02543342113494873,1.797194242477417,1.7904412746429443,1.6858739115832577e-07,1.0,0.49999997743062286,0.499999975566723,False,False
319,3.212789297103882,1.4443409442901611,2.0614068508148193,-1.412837266921997,0.022727012634277344,1.796655297279358,1.7896418571472168,1.1920928955078125e-07,1.0,0.4999999780287831,0.49999997631062626,False,False
320,3.2130484580993652,1.4430673122406006,2.060166358947754,-1.4165985584259033,0.02003300189971924,1.7962087392807007,1.7889288663864136,1.1920928955078125e-07,1.0000001192092896,0.4999999786659152,0.4999999770965697,False,False
321,3.213305711746216,1.4418010711669922,2.0589187145233154,-1.4203684329986572,0.017351090908050537,1.7958552837371826,1.7883036136627197,0.0,1.0000001192092896,0.4999999793411312,0.49999997792334666,False,False
322,3.2135612964630127,1.4405421018600464,2.057663917541504,-1.4241467714309692,0.014679908752441406,1.7955933809280396,1.7877639532089233,1.6858739115832577e-07,1.0,0.49999998005344826,0.49999997878969016,False,False
323,3.2138149738311768,1.4392902851104736,2.0564017295837402,-1.4279342889785767,0.012019336223602295,1.795425534248352,1.787312626838684,1.1920928955078125e-07,1.0,0.4999999808018107,0.49999997969414167,False,False
324,3.214066982269287,1.4380457401275635,2.0551323890686035,-1.4317317008972168,0.009369492530822754,1.7953492403030396,1.7869476079940796,0.0,1.0,0.4999999815842231,0.49999998063425694,False,False
325,3.2143173217773438,1.436808466911316,2.0538558959960938,-1.4355392456054688,0.006730794906616211,1.7953646183013916,1.7866692543029785,0.0,1.0,0.49999998239917615,0.49999998160812026,False,False
326,3.2145657539367676,1.4355783462524414,2.052572011947632,-1.4393569231033325,0.004101753234863281,1.7954738140106201,1.7864795923233032,1.1920928955078125e-07,1.0000001192092896,0.4999999832454798,0.49999998261415196,False,False
327,3.2148125171661377,1.43435537815094,2.0512807369232178,-1.4431854486465454,0.0014823675155639648,1.7956740856170654,1.7863762378692627,1.1920928955078125e-07,0.9999999403953552,0.4999999841210009,0.49999998364977927,False,False
328,3.215057611465454,1.4331395626068115,2.0499823093414307,-1.4470255374908447,-0.0011268854141235352,1.7959667444229126,1.7863603830337524,1.1920928955078125e-07,1.0000001192092896,0.49999998502347287,0.499999984712193,False,False
329,3.215301036834717,1.4319307804107666,2.0486764907836914,-1.4508763551712036,-0.0037277936935424805,1.7963502407073975,1.7864313125610352,0.0,1.0000001192092896,0.4999999859515161,0.4999999857997016,False,False
330,3.215542793273926,1.4307291507720947,2.04736328125,-1.454738736152649,-0.006319880485534668,1.7968262434005737,1.786590337753296,0.0,0.9999999403953552,0.4999999869027596,0.4999999869093881,False,False
331,3.215782880783081,1.4295345544815063,2.0460426807403564,-1.4586137533187866,-0.008903145790100098,1.797393560409546,1.7868365049362183,1.1920928955078125e-07,1.0,0.4999999878746078,0.49999998803813084,False,False
332,3.2160212993621826,1.4283469915390015,2.0447146892547607,-1.4625003337860107,-0.011478841304779053,1.7980512380599976,1.7871692180633545,1.1920928955078125e-07,1.0000001192092896,0.49999998886521546,0.49999998918372374,False,False
333,3.2162580490112305,1.42716646194458,2.043379306793213,-1.466399908065796,-0.014046728610992432,1.7987992763519287,1.7875888347625732,1.1920928955078125e-07,1.0,0.4999999898717371,0.49999999034275594,False,False
334,3.2164931297302246,1.4259928464889526,2.042036533355713,-1.4703123569488525,-0.01660698652267456,1.7996373176574707,1.7880953550338745,0.0,1.0000001192092896,0.4999999908915548,0.49999999151210806,False,False
335,3.216726541519165,1.4248262643814087,2.0406863689422607,-1.4742372035980225,-0.019160926342010498,1.8005645275115967,1.788687825202942,0.0,1.0000001192092896,0.49999999192247296,0.49999999268919,False,False
336,3.2169582843780518,1.4236665964126587,2.0393285751342773,-1.4781756401062012,-0.021708667278289795,1.8015820980072021,1.789367914199829,0.0,1.0,0.49999999296183806,0.4999999938708259,False,False
337,3.2171883583068848,1.4225138425827026,2.037963390350342,-1.4821274280548096,-0.024249494075775146,1.8026882410049438,1.7901341915130615,0.0,1.0,0.4999999940061199,0.49999999505290377,False,False
338,3.217417001724243,1.4213680028915405,2.036590576171875,-1.4860939979553223,-0.02678501605987549,1.8038827180862427,1.7909867763519287,1.1920928955078125e-07,1.0,0.49999999505289056,0.4999999962325772,False,False
339,3.217643976211548,1.4202289581298828,2.035210371017456,-1.4900743961334229,-0.02931457757949829,1.8051643371582031,1.7919247150421143,1.1920928955078125e-07,0.9999999403953552,0.49999999609883417,0.49999999740601725,False,False
340,3.217869281768799,1.419096827507019,2.033822536468506,-1.494069218635559,-0.03183948993682861,1.8065342903137207,1.7929493188858032,0.0,0.9999999403953552,0.4999999971416513,0.4999999985705059,False,False
341,3.218093156814575,1.4179714918136597,2.0324273109436035,-1.4980779886245728,-0.03435969352722168,1.807989239692688,1.794057846069336,1.1920928955078125e-07,1.0000001192092896,0.49999999817774965,0.4999999997219639,False,False
342,3.218315362930298,1.4168529510498047,2.03102445602417,-1.5021021366119385,-0.03687596321105957,1.8095307350158691,1.7952519655227661,0.0,1.0000001192092896,0.4999999992044289,0.5000000008572444,False,False
343,3.218536138534546,1.4157410860061646,2.029613971710205,-1.5061421394348145,-0.03938734531402588,1.8111566305160522,1.7965303659439087,0.0,1.0000001192092896,0.5000000002175695,0.5000000019716582,False,False
344,3.2187552452087402,1.4146360158920288,2.028195858001709,-1.5101971626281738,-0.04189610481262207,1.8128677606582642,1.7978936433792114,0.0,1.0,0.500000001215631,0.5000000030634365,False,False
345,3.21897292137146,1.413537621498108,2.0267701148986816,-1.5142682790756226,-0.04440122842788696,1.8146636486053467,1.7993417978286743,0.0,0.9999999403953552,0.500000002194325,0.5000000041276544,False,False
346,3.219189167022705,1.4124459028244019,2.025336742401123,-1.5183545351028442,-0.04690438508987427,1.816541075706482,1.8008723258972168,0.0,1.0,0.5000000031514449,0.5000000051619408,False,False
347,3.2194037437438965,1.411360740661621,2.023895740509033,-1.5224571228027344,-0.04940515756607056,1.818501353263855,1.8024864196777344,0.0,0.9999998807907104,0.5000000040834737,0.5000000061622457,False,False
348,3.2196168899536133,1.4102822542190552,2.022447109222412,-1.5265759229660034,-0.05190455913543701,1.8205426931381226,1.8041831254959106,0.0,1.0000001192092896,0.5000000049874793,0.5000000071253216,False,False
349,3.2198286056518555,1.4092103242874146,2.0209908485412598,-1.5307105779647827,-0.054402291774749756,1.8226642608642578,1.8059617280960083,0.0,1.0,0.5000000058604142,0.5000000080477699,False,False
350,3.220038890838623,1.4081449508666992,2.019526958465576,-1.5348625183105469,-0.05689877271652222,1.8248653411865234,1.8078218698501587,0.0,1.0,0.5000000066989355,0.5000000089258564,False,False
351,3.220247745513916,1.4070861339569092,2.0180554389953613,-1.5390307903289795,-0.059394896030426025,1.8271446228027344,1.809762954711914,0.0,1.0,0.5000000075006842,0.5000000097570204,False,False
352,3.2204551696777344,1.4060337543487549,2.0165762901306152,-1.5432155132293701,-0.06189143657684326,1.8295009136199951,1.8117836713790894,0.0,1.0,0.5000000082630566,0.5000000105384033,False,False
353,3.220661163330078,1.4049879312515259,2.015089273452759,-1.547418475151062,-0.0643872618675232,1.831935167312622,1.813886046409607,0.0,1.0000001192092896,0.5000000089818885,0.5000000112653106,False,False
354,3.2208657264709473,1.4039485454559326,2.013594627380371,-1.5516380071640015,-0.06688421964645386,1.8344444036483765,1.816067099571228,0.0,1.0,0.5000000096560412,0.500000011936661,False,False
355,3.221068859100342,1.402915596961975,2.012092351913452,-1.5558749437332153,-0.06938236951828003,1.8370290994644165,1.81832754611969,0.0,1.0,0.5000000102824848,0.5000000125491055,False,False
356,3.2212705612182617,1.4018889665603638,2.010582447052002,-1.5601284503936768,-0.07188290357589722,1.839686393737793,1.8206651210784912,1.6858739115832577e-07,0.9999999403953552,0.5000000108597868,0.5000000131012364,False,False
357,3.221470832824707,1.4008687734603882,2.0090646743774414,-1.56440007686615,-0.07438522577285767,1.8424160480499268,1.823080062866211,0.0,0.9999998807907104,0.5000000113841,0.5000000135888042,False,False
358,3.2216696739196777,1.3998548984527588,2.0075392723083496,-1.568689227104187,-0.0768897533416748,1.8452181816101074,1.8255728483200073,0.0,0.9999999403953552,0.5000000118537575,0.5000000140100473,False,False
359,3.221867084503174,1.3988473415374756,2.0060060024261475,-1.5729968547821045,-0.07939755916595459,1.8480902910232544,1.828141450881958,0.0,1.0000001192092896,0.5000000122668634,0.5000000143630362,False,False
360,3.2220630645751953,1.397845983505249,2.004465103149414,-1.57732093334198,-0.08190959692001343,1.8510315418243408,1.8307849168777466,5.960464477539063e-08,1.0,0.5000000126226767,0.5000000146471263,False,False
361,3.2222578525543213,1.3968509435653687,2.0029165744781494,-1.581663727760315,-0.08442473411560059,1.8540400266647339,1.8335026502609253,5.960464477539063e-08,0.9999999403953552,0.5000000129174104,0.5000000148582256,False,False
362,3.2224512100219727,1.395862102508545,2.0013601779937744,-1.5860249996185303,-0.08694452047348022,1.8571165800094604,1.836295247077942,1.3328003944934608e-07,1.0,0.5000000131505469,0.5000000149958833,False,False
363,3.2226431369781494,1.3948794603347778,1.9997961521148682,-1.5904031991958618,-0.08946949243545532,1.860257625579834,1.8391599655151367,5.960464477539063e-08,1.0,0.5000000133212827,0.5000000150594803,False,False
364,3.2228338718414307,1.3939028978347778,1.9982243776321411,-1.5947999954223633,-0.0919998288154602,1.8634634017944336,1.8420968055725098,1.3328003944934608e-07,1.0000001192092896,0.5000000134276449,0.500000015046938,False,False
365,3.2230231761932373,1.3929325342178345,1.9966448545455933,-1.5992151498794556,-0.09453535079956055,1.8667317628860474,1.845104694366455,5.960464477539063e-08,1.0,0.5000000134684126,0.5000000149571254,False,False
366,3.2232112884521484,1.3919682502746582,1.9950575828552246,-1.6036490201950073,-0.0970771312713623,1.8700623512268066,1.8481836318969727,0.0,1.0,0.500000013442892,0.5000000147894516,False,False
367,3.223397970199585,1.391010046005249,1.9934625625610352,-1.608100414276123,-0.09962594509124756,1.87345290184021,1.851331114768982,0.0,1.0,0.5000000133515174,0.5000000145446578,False,False
368,3.223583459854126,1.3900578022003174,1.991859793663025,-1.6125707626342773,-0.10218226909637451,1.8769029378890991,1.8545476198196411,1.1920928955078125e-07,0.9999999403953552,0.5000000131929582,0.5000000142214343,False,False
369,3.2237675189971924,1.3891116380691528,1.9902493953704834,-1.617058515548706,-0.10474604368209839,1.8804107904434204,1.857831597328186,0.0,1.0000001192092896,0.5000000129676492,0.5000000138205029,False,False
370,3.2239503860473633,1.3881714344024658,1.988631248474121,-1.6215647459030151,-0.10731840133666992,1.8839746713638306,1.861181616783142,0.0,0.9999999403953552,0.5000000126756461,0.500000013342179,False,False
371,3.2241320610046387,1.3872371912002563,1.987005352973938,-1.6260902881622314,-0.10989832878112793,1.8875938653945923,1.8645976781845093,0.0,0.9999998807907104,0.5000000123153966,0.5000000127849145,False,False
372,3.2243123054504395,1.3863087892532349,1.985371708869934,-1.6306334733963013,-0.11248832941055298,1.891266107559204,1.8680775165557861,0.0,1.0,0.5000000118897845,0.500000012152204,False,False
373,3.2244913578033447,1.385386347770691,1.983730435371399,-1.6351943016052246,-0.11508786678314209,1.8949910402297974,1.8716212511062622,0.0,1.0000001192092896,0.5000000113987241,0.500000011444137,False,False
374,3.2246692180633545,1.384469747543335,1.982081413269043,-1.6397745609283447,-0.11769700050354004,1.898767113685608,1.8752275705337524,0.0,1.0,0.5000000108419786,0.5000000106606899,False,False
375,3.2248458862304688,1.383558988571167,1.9804247617721558,-1.6443723440170288,-0.12031644582748413,1.9025917053222656,1.878894329071045,0.0,1.0,0.500000010221735,0.5000000098045655,False,False
376,3.2250213623046875,1.3826539516448975,1.9787603616714478,-1.6489890813827515,-0.12294727563858032,1.9064644575119019,1.8826215267181396,0.0,1.0000001192092896,0.5000000095390509,0.5000000088771492,False,False
377,3.2251954078674316,1.381754755973816,1.9770883321762085,-1.6536237001419067,-0.12558913230895996,1.910383701324463,1.886407494544983,0.0,1.0,0.5000000087954218,0.5000000078803222,False,False
378,3.2253682613372803,1.3808612823486328,1.975408673286438,-1.6582753658294678,-0.1282440423965454,1.9143472909927368,1.890250563621521,0.0,1.0,0.5000000079937067,0.500000006817532,False,False
379,3.2255399227142334,1.3799735307693481,1.9737213850021362,-1.6629462242126465,-0.1309104561805725,1.9183547496795654,1.8941504955291748,1.1920928955078125e-07,1.0,0.5000000071339661,0.5000000056890235,False,False
380,3.225710391998291,1.379091501235962,1.9720263481140137,-1.6676344871520996,-0.13359034061431885,1.9224047660827637,1.8981064558029175,0.0,1.0,0.5000000062195303,0.5000000044987067,False,False
381,3.225879669189453,1.3782150745391846,1.9703238010406494,-1.6723406314849854,-0.13628298044204712,1.9264941215515137,1.9021153450012207,0.0,1.0,0.5000000052522195,0.5000000032488822,False,False
382,3.2260477542877197,1.3773442506790161,1.968613624572754,-1.6770635843276978,-0.13899070024490356,1.9306221008300781,1.9061766862869263,0.0,1.0,0.5000000042362216,0.5000000019443964,False,False
383,3.226214647293091,1.3764790296554565,1.9668958187103271,-1.6818052530288696,-0.14171165227890015,1.9347881078720093,1.9102898836135864,0.0,1.0,0.5000000031715951,0.5000000005854576,False,False
384,3.2263805866241455,1.3756194114685059,1.9651703834533691,-1.6865646839141846,-0.14444726705551147,1.9389886856079102,1.9144526720046997,0.0,1.0000001192092896,0.5000000020625738,0.4999999991770573,False,False
385,3.2265453338623047,1.3747652769088745,1.9634374380111694,-1.691341757774353,-0.1471979022026062,1.943224549293518,1.9186649322509766,0.0,1.0,0.5000000009120178,0.49999999772247283,False,False
386,3.2267088890075684,1.3739166259765625,1.961696982383728,-1.6961350440979004,-0.14996516704559326,1.9474923610687256,1.9229236841201782,1.1920928955078125e-07,0.9999999403953552,0.49999999972465226,0.49999999622718483,False,False
387,3.2268712520599365,1.3730734586715698,1.959949016571045,-1.7009457349777222,-0.15274810791015625,1.951790690422058,1.9272277355194092,0.0,1.0000001192092896,0.4999999985025095,0.499999994693629,False,False
388,3.227032423019409,1.3722357749938965,1.9581935405731201,-1.7057733535766602,-0.15554791688919067,1.9561187028884888,1.9315764904022217,1.2013700256829907e-07,1.0,0.49999999724947003,0.49999999312624177,False,False
389,3.2271926403045654,1.3714035749435425,1.9564305543899536,-1.710618019104004,-0.15836423635482788,1.9604742527008057,1.935968279838562,1.4901161193847656e-08,0.9999999403953552,0.4999999959691184,0.49999999152919355,False,False
390,3.227351665496826,1.3705767393112183,1.9546600580215454,-1.7154796123504639,-0.1611986756324768,1.9648562669754028,1.9404011964797974,1.4901161193847656e-08,1.0000001192092896,0.49999999466557915,0.4999999899071702,False,False
391,3.2275094985961914,1.3697552680969238,1.952882170677185,-1.720357060432434,-0.16405093669891357,1.9692621231079102,1.9448738098144531,1.4901161193847656e-08,1.0000001192092896,0.4999999933434334,0.49999998826541875,False,False
392,3.2276663780212402,1.3689390420913696,1.9510968923568726,-1.7252510786056519,-0.1669214367866516,1.9736908674240112,1.9493848085403442,1.2013700256829907e-07,1.0000001192092896,0.49999999200582784,0.49999998660756495,False,False
393,3.2278220653533936,1.3681281805038452,1.949304223060608,-1.7301602363586426,-0.1698121428489685,1.9781408309936523,1.9539318084716797,6.143906006172983e-08,1.0000001192092896,0.49999999065850176,0.49999998494006465,False,False
394,3.2279767990112305,1.367322564125061,1.9475041627883911,-1.73508620262146,-0.17272067070007324,1.9826101064682007,1.9585143327713013,6.143906006172983e-08,1.0,0.4999999893038504,0.49999998326572004,False,False
395,3.228130340576172,1.366522192955017,1.9456968307495117,-1.7400275468826294,-0.17565017938613892,1.987097144126892,1.9631298780441284,6.143906006172983e-08,1.0000001192092896,0.49999998794790457,0.49999998159129955,False,False
396,3.228282928466797,1.3657270669937134,1.9438821077346802,-1.7449848651885986,-0.17859888076782227,1.9916006326675415,1.9677776098251343,1.341104507446289e-07,1.0,0.4999999865939047,0.4999999799204608,False,False
397,3.2284343242645264,1.3649370670318604,1.942060112953186,-1.7499561309814453,-0.18156975507736206,1.9961185455322266,1.9724550247192383,1.341104507446289e-07,1.0,0.4999999852482681,0.49999997826043024,False,False
398,3.2285847663879395,1.3641523122787476,1.9402309656143188,-1.7549430131912231,-0.18456047773361206,2.0006489753723145,1.9771604537963867,6.143906006172983e-08,0.9999998807907104,0.49999998391384426,0.49999997661444695,False,False
399,3.228734016418457,1.3633726835250854,1.938394546508789,-1.7599444389343262,-0.18757349252700806,2.00519061088562,1.9818925857543945,6.143906006172983e-08,1.0000001192092896,0.4999999825963687,0.4999999749889052,False,False
400,3.228882312774658,1.3625980615615845,1.9365509748458862,-1.7649595737457275,-0.19060873985290527,2.0097415447235107,1.9866492748260498,6.143906006172983e-08,1.0000001192092896,0.499999981300471,0.4999999733889954,False,False
401,3.229029655456543,1.3618285655975342,1.9347002506256104,-1.7699894905090332,-0.1936664581298828,2.014300584793091,1.9914294481277466,1.341104507446289e-07,1.0,0.4999999800305672,0.49999997181966344,False,False
402,3.2291758060455322,1.361064076423645,1.9328423738479614,-1.7750329971313477,-0.19674688577651978,2.018864870071411,1.9962297677993774,6.143906006172983e-08,1.0,0.4999999787917245,0.4999999702865699,False,False
403,3.229321002960205,1.360304594039917,1.930977463722229,-1.7800896167755127,-0.19985127449035645,2.0234339237213135,2.001049518585205,1.341104507446289e-07,0.9999998807907104,0.4999999775887489,0.49999996879506314,False,False
404,3.2294652462005615,1.35955011844635,1.929105520248413,-1.7851598262786865,-0.2029784917831421,2.028005838394165,2.005887269973755,1.341104507446289e-07,1.0,0.49999997642609506,0.4999999673500826,False,False
405,3.2296085357666016,1.3588005304336548,1.9272265434265137,-1.7902427911758423,-0.2061305046081543,2.0325779914855957,2.01073956489563,1.341104507446289e-07,0.9999998807907104,0.4999999753089418,0.49999996595742746,False,False
406,3.229750633239746,1.3580559492111206,1.9253406524658203,-1.7953379154205322,-0.20930731296539307,2.037149667739868,2.0156056880950928,1.341104507446289e-07,1.0000001192092896,0.4999999742419218,0.4999999646221868,False,False
407,3.229891777038574,1.357316255569458,1.923447847366333,-1.8004456758499146,-0.21250873804092407,2.0417191982269287,2.0204837322235107,0.0,1.0000001192092896,0.4999999997322939,0.4999999996334921,False,False
408,3.230031967163086,1.356581449508667,1.9215481281280518,-1.8055654764175415,-0.2157353162765503,2.0462846755981445,2.0253710746765137,0.0,1.0,0.4999999997227627,0.4999999996214398,False,False
409,3.2301712036132812,1.355851411819458,1.9196416139602661,-1.8106967210769653,-0.21898794174194336,2.0508439540863037,2.030266046524048,0.0,1.0,0.4999999997138713,0.4999999996101149,False,False
410,3.23030948638916,1.3551262617111206,1.917728304862976,-1.8158386945724487,-0.22226721048355103,2.05539608001709,2.0351662635803223,0.0,0.9999998807907104,0.499999999705666,0.49999999959956903,False,False
411,3.2304468154907227,1.3544058799743652,1.9158082008361816,-1.820992350578308,-0.22557204961776733,2.059938430786133,2.0400702953338623,0.0,1.0,0.4999999996981885,0.49999999958984837,False,False
412,3.2305831909179688,1.353690266609192,1.9138814210891724,-1.826155662536621,-0.22890394926071167,2.0644702911376953,2.044976234436035,0.0,1.0,0.4999999996914858,0.49999999958100466,False,False
413,3.2307186126708984,1.352979302406311,1.9119479656219482,-1.831329584121704,-0.23226428031921387,2.0689895153045654,2.0498807430267334,0.0,0.9999998807907104,0.4999999996856001,0.49999999957308494,False,False
414,3.2308530807495117,1.3522731065750122,1.9100078344345093,-1.8365130424499512,-0.23565131425857544,2.0734946727752686,2.0547831058502197,0.0,0.9999998807907104,0.49999999968057185,0.49999999956613356,False,False
415,3.2309865951538086,1.3515715599060059,1.908061146736145,-1.8417061567306519,-0.2390667200088501,2.077984094619751,2.059680700302124,0.0,1.0,0.49999999967644276,0.4999999995601966,False,False
416,3.231119155883789,1.350874662399292,1.906108021736145,-1.846907615661621,-0.2425106167793274,2.0824551582336426,2.064570665359497,0.0,1.0,0.49999999967325354,0.4999999995553195,False,False
417,3.231250762939453,1.3501824140548706,1.9041484594345093,-1.8521168231964111,-0.24598360061645508,2.086906909942627,2.069451332092285,0.0,1.000000238418579,0.49999999967104153,0.49999999955154323,False,False
418,3.231381416320801,1.3494946956634521,1.9021824598312378,-1.857334852218628,-0.24948513507843018,2.0913381576538086,2.0743205547332764,0.0,0.9999998807907104,0.49999999966984376,0.49999999954890884,False,False
419,3.231511354446411,1.3488116264343262,1.9002101421356201,-1.8625606298446655,-0.25301557779312134,2.0957465171813965,2.079176425933838,0.0,1.0,0.49999999966969666,0.4999999995474568,False,False
420,3.231640338897705,1.3481330871582031,1.8982315063476562,-1.8677936792373657,-0.2565758228302002,2.100130796432495,2.0840165615081787,0.0,1.0000001192092896,0.4999999996706346,0.49999999954722524,False,False
421,3.2317683696746826,1.347459077835083,1.8962466716766357,-1.8730323314666748,-0.2601672410964966,2.1044890880584717,2.0888381004333496,1.1920928955078125e-07,0.9999998807907104,0.49999999967268965,0.49999999954824964,False,False
422,3.2318954467773438,1.3467894792556763,1.8942556381225586,-1.878278136253357,-0.26378852128982544,2.1088197231292725,2.093639373779297,0.0,1.0,0.4999999996758945,0.4999999995505669,False,False
423,3.2320218086242676,1.3461244106292725,1.8922584056854248,-1.883529782295227,-0.26743972301483154,2.113121271133423,2.0984179973602295,0.0,1.0000001192092896,0.49999999968027947,0.49999999955421054,False,False
424,3.232147216796875,1.345463752746582,1.890255093574524,-1.8887869119644165,-0.27112269401550293,2.1173925399780273,2.1031720638275146,0.0,0.9999998807907104,0.49999999968587244,0.49999999955921187,False,False
425,3.232271671295166,1.344807505607605,1.8882458209991455,-1.8940484523773193,-0.2748368978500366,2.121630907058716,2.107898235321045,0.0,1.0,0.4999999996926994,0.49999999956560015,False,False
426,3.2323954105377197,1.3441555500030518,1.8862305879592896,-1.8993149995803833,-0.27858203649520874,2.1258347034454346,2.1125950813293457,0.0,1.0000001192092896,0.49999999970078823,0.49999999957340724,False,False
427,3.232518196105957,1.343508005142212,1.8842095136642456,-1.9045848846435547,-0.2823595404624939,2.1300039291381836,2.117259979248047,2.4677061105649045e-07,0.9999998807907104,0.4999999710158726,0.4999999582655442,False,False
428,3.232640027999878,1.342864751815796,1.8821825981140137,-1.909858226776123,-0.28616875410079956,2.1341350078582764,2.1218903064727783,2.4677061105649045e-07,0.9999998807907104,0.4999999720835648,0.4999999593373187,False,False
429,3.2327611446380615,1.3422257900238037,1.8801499605178833,-1.9151344299316406,-0.2900105118751526,2.1382274627685547,2.126483678817749,2.4677061105649045e-07,1.0,0.499999973283703,0.4999999605581236,False,False
430,3.2328813076019287,1.3415911197662354,1.8781116008758545,-1.9204128980636597,-0.2938845157623291,2.142279624938965,2.131037950515747,6.365778659755961e-08,0.9999998807907104,0.49999997461825585,0.4999999619302581,False,False
431,3.2330007553100586,1.3409607410430908,1.8760676383972168,-1.925693154335022,-0.29779207706451416,2.146289825439453,2.1355509757995605,6.365778659755961e-08,1.0000001192092896,0.49999997608869,0.499999963455467,False,False
432,3.233119249343872,1.3403345346450806,1.8740181922912598,-1.9309742450714111,-0.3017321228981018,2.150256395339966,2.1400198936462402,6.365778659755961e-08,1.0,0.4999999776965402,0.49999996513560363,False,False
433,3.2332370281219482,1.3397125005722046,1.8719632625579834,-1.9362565279006958,-0.30570560693740845,2.15417742729187,2.144442319869995,2.4677061105649045e-07,1.0,0.4999999794433654,0.4999999669725484,False,False
434,3.233353853225708,1.339094638824463,1.8699028491973877,-1.9415394067764282,-0.309712290763855,2.158052921295166,2.1488170623779297,2.4677061105649045e-07,1.0000001192092896,0.49999998133036183,0.49999996896778204,False,False
435,3.2334699630737305,1.3384809494018555,1.8678371906280518,-1.9468220472335815,-0.31375187635421753,2.161879777908325,2.15313982963562,6.365778659755961e-08,1.0000001192092896,0.49999998335822476,0.49999997112228184,False,False
436,3.2335853576660156,1.3378714323043823,1.8657662868499756,-1.9521037340164185,-0.3178257346153259,2.1656570434570312,2.157409429550171,2.4677061105649045e-07,1.0,0.49999998552770586,0.4999999734370479,False,False
437,3.2336997985839844,1.337265968322754,1.8636901378631592,-1.9573841094970703,-0.32193392515182495,2.1693835258483887,2.161623239517212,6.365778659755961e-08,0.9999998807907104,0.49999998783952465,0.49999997591307754,False,False
438,3.233813524246216,1.3366645574569702,1.861608862876892,-1.9626617431640625,-0.3260766863822937,2.1730573177337646,2.165778398513794,6.365778659755961e-08,1.0000001192092896,0.4999999902935302,0.4999999785504984,False,False
439,3.23392653465271,1.3360671997070312,1.8595225811004639,-1.9679383039474487,-0.33025211095809937,2.1766767501831055,2.1698732376098633,6.365778659755961e-08,1.0000001192092896,0.4999999928915683,0.4999999813516335,False,False
440,3.2340385913848877,1.335473895072937,1.8574312925338745,-1.9732108116149902,-0.33446311950683594,2.180241823196411,2.173905372619629,6.365778659755961e-08,1.0,0.49999999563201764,0.4999999843149071,False,False
441,3.234149932861328,1.334884524345398,1.8553352355957031,-1.9784801006317139,-0.3387085795402527,2.1837494373321533,2.1778712272644043,6.365778659755961e-08,0.9999998211860657,0.49999999851572213,0.49999998744160035,False,False
442,3.2342605590820312,1.334299087524414,1.8532342910766602,-1.9837449789047241,-0.3429889678955078,2.1871986389160156,2.181769609451294,2.2351741790771484e-08,1.0000001192092896,0.5000000015419349,0.49999999073117574,False,False
443,3.234370470046997,1.3337175846099854,1.8511286973953247,-1.9890049695968628,-0.34730368852615356,2.1905882358551025,2.1855971813201904,2.2351741790771484e-08,1.0000001192092896,0.5000000047104138,0.499999994183723,False,False
444,3.2344794273376465,1.3331400156021118,1.8490184545516968,-1.994259238243103,-0.35165393352508545,2.1939167976379395,2.189352512359619,2.2351741790771484e-08,0.9999998807907104,0.5000000080202922,0.4999999977986007,False,False
445,3.2345876693725586,1.3325663805007935,1.846903681755066,-1.999508261680603,-0.35603851079940796,2.19718337059021,2.19303297996521,2.2351741790771484e-08,1.0,0.5000000114717856,0.5000000015764574,False,False
446,3.2346951961517334,1.3319965600967407,1.8447843790054321,-2.0047504901885986,-0.36045873165130615,2.2003862857818604,2.196636199951172,2.2351741790771484e-08,1.0,0.500000015063055,0.5000000055156172,False,False
447,3.234802007675171,1.3314306735992432,1.842660665512085,-2.009986162185669,-0.3649135231971741,2.203524589538574,2.200160026550293,2.3946401483954105e-07,0.9999998807907104,0.5000000187938974,0.5000000096162791,False,False
448,3.234908103942871,1.3308686017990112,1.840532660484314,-2.0152132511138916,-0.3694043755531311,2.2065956592559814,2.203601121902466,2.2351741790771484e-08,1.0000001192092896,0.5000000226616587,0.5000000138759422,False,False
