,n_iteration,x_trajectory,y_trajectory,norm_d,alpha,measure_PS,Start_hitting_boundary,stop_hitting_boundary
0,0,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.87132424 0.65425938],1.0,2.5832056999206543,0.2797457277774811,False,False
1,1,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.87110627 0.6538381 ],1.0,2.58262038230896,0.2798193693161011,False,False
2,2,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.87088823 0.65341687],0.9999999403953552,2.5820462703704834,0.279891699552536,False,False
3,3,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.87067014 0.65299588],1.0,2.5814831256866455,0.27996283769607544,False,False
4,4,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.87045193 0.65257496],1.0,2.5809316635131836,0.2800326347351074,False,False
5,5,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.87023365 0.65215409],1.0000001192092896,2.5803911685943604,0.2801012098789215,False,False
6,6,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.87001532 0.6517334 ],1.0,2.579861879348755,0.2801685035228729,False,False
7,7,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.86979687 0.65131289],1.0000001192092896,2.5793440341949463,0.2802344858646393,False,False
8,8,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.86957836 0.65089244],1.0,2.5788369178771973,0.28029921650886536,False,False
9,9,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.86935985 0.65047204],1.0,2.5783419609069824,0.28036263585090637,False,False
10,10,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.86914122 0.65005189],1.0,2.5778579711914062,0.28042474389076233,False,False
11,11,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.86892253 0.64963186],1.0,2.577385902404785,0.2804855704307556,False,False
12,12,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.86870372 0.64921188],1.0,2.5769245624542236,0.28054511547088623,False,False
13,13,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.86848491 0.64879209],1.0,2.57647442817688,0.2806033492088318,False,False
14,14,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.86826599 0.64837247],1.0,2.576036214828491,0.28066033124923706,False,False
15,15,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.868047   0.64795297],0.9999999403953552,2.575608730316162,0.2807159721851349,False,False
16,16,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.86782801 0.6475336 ],1.0,2.5751936435699463,0.28077027201652527,False,False
17,17,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.86760885 0.64711434],1.0,2.574788808822632,0.28082334995269775,False,False
18,18,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.86738968 0.64669526],1.0,2.5743958950042725,0.2808750867843628,False,False
19,19,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.86717045 0.6462763 ],1.0,2.57401442527771,0.2809255123138428,False,False
20,20,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.86695117 0.64585751],1.0000001192092896,2.5736441612243652,0.2809746265411377,False,False
21,21,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.86673176 0.64543885],1.0,2.5732851028442383,0.28102245926856995,False,False
22,22,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.86651242 0.64502031],1.0,2.5729384422302246,0.28106892108917236,False,False
23,23,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.86629295 0.64460194],1.0,2.5726029872894287,0.28111404180526733,False,False
24,24,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.86607343 0.64418375],0.9999999403953552,2.5722784996032715,0.281157910823822,False,False
25,25,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.86585379 0.64376575],1.0,2.571965456008911,0.28120046854019165,False,False
26,26,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.8656342  0.64334786],0.9999999403953552,2.571664333343506,0.28124162554740906,False,False
27,27,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.8654145  0.64293015],1.0,2.5713746547698975,0.2812814712524414,False,False
28,28,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.86519474 0.6425125 ],1.0,2.571096420288086,0.2813200056552887,False,False
29,29,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.86497486 0.64209509],0.9999999403953552,2.570829153060913,0.2813572883605957,False,False
30,30,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.86475503 0.64167774],1.0,2.5705740451812744,0.2813931405544281,False,False
31,31,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.86453515 0.64126074],1.0,2.57033109664917,0.28142765164375305,False,False
32,32,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.86431521 0.64084375],0.9999999403953552,2.570099115371704,0.28146082162857056,False,False
33,33,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.86409521 0.64042699],1.0,2.5698788166046143,0.281492680311203,False,False
34,34,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.86387515 0.64001036],1.0,2.569669723510742,0.2815232276916504,False,False
35,35,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.86365497 0.63959396],1.0,2.569472551345825,0.28155240416526794,False,False
36,36,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.86343485 0.63917768],1.0,2.569287061691284,0.28158023953437805,False,False
37,37,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.86321467 0.63876164],1.0,2.569113254547119,0.28160667419433594,False,False
38,38,[-0.10536215 -0.09754863 -0.10693732 -0.09145255],[0.86299443 0.63834566],1.0,2.56895112991333,0.28163182735443115,False,False
