iterations,first loss function,second loss function,third loss function,norm of d,measure of Pareto stationarity
0,0.7048921585083008,0.07832165062427521,0.07926766574382782,0.15972965955734253,0.04612748697400093
1,0.7042713165283203,0.07825078815221786,0.07919453084468842,0.15947212278842926,0.0461566299200058
2,0.7036528587341309,0.0781799927353859,0.07912146300077438,0.1592145711183548,0.046187419444322586
3,0.7030366659164429,0.07810927927494049,0.07904846221208572,0.15895983576774597,0.04621720314025879
4,0.7024228572845459,0.07803863286972046,0.07897552102804184,0.15870635211467743,0.046247947961091995
5,0.7018112540245056,0.0779680535197258,0.07890265434980392,0.1584545373916626,0.046277593821287155
6,0.7012019157409668,0.07789753377437592,0.07882984727621078,0.15820766985416412,0.04630695655941963
7,0.7005948424339294,0.0778271034359932,0.07875710725784302,0.15795640647411346,0.046336445957422256
8,0.699989914894104,0.07775671780109406,0.07868441939353943,0.15771272778511047,0.046368323266506195
9,0.69938725233078,0.07768640667200089,0.0786118283867836,0.1574639081954956,0.0464000478386879
10,0.698786735534668,0.07761615514755249,0.07853927463293076,0.15721873939037323,0.04643089696764946
11,0.6981884837150574,0.07754597812891006,0.07846680283546448,0.15697495639324188,0.0464625209569931
12,0.6975923180580139,0.07747586071491241,0.07839437574148178,0.15673576295375824,0.0464942529797554
13,0.6969982981681824,0.07740580290555954,0.07832202315330505,0.1564934253692627,0.04652584716677666
14,0.6964064836502075,0.07733580470085144,0.0782497450709343,0.1562536358833313,0.0465567521750927
15,0.6958167552947998,0.07726588845252991,0.07817750424146652,0.15601730346679688,0.04658801853656769
16,0.6952291131019592,0.07719601690769196,0.07810535281896591,0.1557828187942505,0.04661944508552551
17,0.694643497467041,0.07712621241807938,0.07803323864936829,0.1555473655462265,0.04665173962712288
18,0.6940600275993347,0.07705646008253098,0.07796118408441544,0.1553143411874771,0.04668590426445007
19,0.6934785842895508,0.07698678225278854,0.07788918912410736,0.15508215129375458,0.04671873524785042
20,0.6928991079330444,0.0769171491265297,0.07781726121902466,0.15484720468521118,0.04675179347395897
21,0.6923218369483948,0.07684757560491562,0.07774537801742554,0.15461908280849457,0.046784985810518265
22,0.6917464137077332,0.07677806168794632,0.07767355442047119,0.15438976883888245,0.04681820794939995
23,0.6911730766296387,0.0767085999250412,0.07760181277990341,0.15416376292705536,0.04685181379318237
24,0.6906017661094666,0.07663920521736145,0.07753008604049683,0.15393774211406708,0.046886034309864044
25,0.6900323033332825,0.07656984776258469,0.07745841890573502,0.15371502935886383,0.04691934958100319
26,0.6894649267196655,0.0765005573630333,0.07738682627677917,0.15349075198173523,0.04695296660065651
27,0.6888994574546814,0.07643131911754608,0.07731525599956512,0.15326987206935883,0.046987384557724
28,0.6883359551429749,0.07636214047670364,0.07724374532699585,0.1530454009771347,0.04702261835336685
29,0.6877743005752563,0.07629299908876419,0.07717231661081314,0.15282376110553741,0.04705709218978882
30,0.6872146129608154,0.07622392475605011,0.07710091024637222,0.15260475873947144,0.047091346234083176
