iteration,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,y_1,y_2,norm_d,distance_PS,difference,cos,alpha_1,alpha_2,is_start_hitting,is_stop_hitting
20,0.6339997053146362,0.43475136160850525,0.28476691246032715,0.5126155614852905,0.7302380800247192,0.3857176601886749,0.4158380329608917,0.6927306652069092,0.4624381959438324,0.40174123644828796,0.44687068462371826,0.506379246711731,0.2935570180416107,0.42577773332595825,0.7396373748779297,0.44363173842430115,0.7249305248260498,0.39962515234947205,0.3966657817363739,0.42270752787590027,0.27369311451911926,0.34664374589920044,0.6483129262924194,0.3096751868724823,0.5826247930526733,0.7324435710906982,0.46545520424842834,0.6065908670425415,0.6140007972717285,0.3187692165374756,0.6339997053146362,2.9532697200775146,0.7531953197295868,0.1064460426568985,3.786623709823452e-05,0.999999870322408,6.377263601734777,0.5413968277241572,False,False
21,0.6340782642364502,0.4346122741699219,0.2846278250217438,0.5124764442443848,0.7300989627838135,0.38557857275009155,0.41569894552230835,0.6925915479660034,0.462299108505249,0.4016021490097046,0.4467315971851349,0.5062401294708252,0.29341793060302734,0.4256386458873749,0.7394982576370239,0.4434926509857178,0.724791407585144,0.39948606491088867,0.3965266942977905,0.4225684404373169,0.2735540270805359,0.34650465846061707,0.6481738090515137,0.3095360994338989,0.5824856758117676,0.7323044538497925,0.46531611680984497,0.6064517498016357,0.6138616800308228,0.3186301290988922,0.6340782642364502,2.9512979984283447,0.7532639368995315,0.10677698999643326,3.658761007015873e-05,1.0000000946444363,6.357609560321474,0.5415348132990819,False,False
22,0.6341559290885925,0.4344731569290161,0.284488707780838,0.512337327003479,0.7299598455429077,0.3854394555091858,0.4155598282814026,0.6924524307250977,0.46215999126434326,0.40146303176879883,0.4465924799442291,0.5061010122299194,0.2932788133621216,0.4254995286464691,0.7393591403961182,0.443353533744812,0.7246522903442383,0.3993469476699829,0.39638757705688477,0.42242932319641113,0.2734149098396301,0.3463655412197113,0.6480346918106079,0.30939698219299316,0.5823465585708618,0.7321653366088867,0.4651769995689392,0.60631263256073,0.613722562789917,0.31849101185798645,0.6341559290885925,2.949340343475342,0.7533345088486632,0.10710673779249191,3.52151619384612e-05,1.0000000843949466,6.33814137777501,0.5416723046744695,False,False
23,0.6342326998710632,0.4343339800834656,0.2843495309352875,0.5121981501579285,0.7298206686973572,0.38530027866363525,0.41542065143585205,0.6923132538795471,0.4620208144187927,0.4013238549232483,0.4464533030986786,0.5059618353843689,0.29313963651657104,0.4253603518009186,0.7392199635505676,0.4432143568992615,0.7245131134986877,0.3992077708244324,0.39624840021133423,0.4222901463508606,0.2732757329940796,0.34622636437416077,0.6478955149650574,0.3092578053474426,0.5822073817253113,0.7320261597633362,0.46503782272338867,0.6061734557151794,0.6135833859443665,0.3183518350124359,0.6342326998710632,2.9473960399627686,0.7534071739038426,0.1074351966381073,3.3826195242221605e-05,1.000000048737551,6.318859528699117,0.5418093908886449,False,False
24,0.6343086361885071,0.43419477343559265,0.28421032428741455,0.5120589733123779,0.7296814918518066,0.38516107201576233,0.4152814447879791,0.6921740770339966,0.4618816077709198,0.40118464827537537,0.44631409645080566,0.5058226585388184,0.2930004298686981,0.42522114515304565,0.7390807867050171,0.44307515025138855,0.7243739366531372,0.39906856417655945,0.3961091935634613,0.42215093970298767,0.27313652634620667,0.34608715772628784,0.6477563381195068,0.3091185986995697,0.5820682048797607,0.7318869829177856,0.46489861607551575,0.6060342788696289,0.6134442090988159,0.318212628364563,0.6343086361885071,2.9454643726348877,0.753481373734999,0.10776283591985703,3.227725087555234e-05,0.9999999145060523,6.299736380464582,0.5419460048136191,False,False
25,0.6343836784362793,0.43405553698539734,0.28407108783721924,0.5119197368621826,0.7295422554016113,0.385021835565567,0.4151422083377838,0.6920348405838013,0.4617423713207245,0.40104541182518005,0.44617486000061035,0.505683422088623,0.2928611934185028,0.42508190870285034,0.7389415502548218,0.44293591380119324,0.7242347002029419,0.39892932772636414,0.395969957113266,0.42201170325279236,0.27299728989601135,0.34594792127609253,0.6476171016693115,0.3089793622493744,0.5819289684295654,0.7317477464675903,0.46475937962532043,0.6058950424194336,0.6133049726486206,0.3180733919143677,0.6343836784362793,2.9435458183288574,0.7535572828045398,0.10808908939361572,3.0680275178768116e-05,1.0000000543475656,6.280803001660619,0.5420820294415559,False,False
26,0.6344578862190247,0.43391627073287964,0.28393182158470154,0.5117805004119873,0.729403018951416,0.3848825693130493,0.4150029420852661,0.691895604133606,0.4616031050682068,0.40090614557266235,0.44603559374809265,0.5055441856384277,0.2927219271659851,0.42494264245033264,0.7388023138046265,0.44279664754867554,0.7240954637527466,0.39879006147384644,0.3958306908607483,0.42187243700027466,0.27285802364349365,0.34580865502357483,0.6474778652191162,0.3088400959968567,0.5817897319793701,0.731608510017395,0.46462011337280273,0.6057558059692383,0.6131657361984253,0.31793412566185,0.6344578862190247,2.9416403770446777,0.7536350946869914,0.10841415822505951,2.8975420473909146e-05,1.0000000228259345,6.262046091931491,0.5422176914297704,False,False
27,0.6345312595367432,0.43377697467803955,0.28379252552986145,0.5116412043571472,0.7292637228965759,0.38474327325820923,0.414863646030426,0.6917563080787659,0.4614638090133667,0.40076684951782227,0.44589629769325256,0.5054048895835876,0.292582631111145,0.42480334639549255,0.7386630177497864,0.44265735149383545,0.7239561676979065,0.39865076541900635,0.3956913948059082,0.42173314094543457,0.27271872758865356,0.34566935896873474,0.6473385691642761,0.3087007999420166,0.58165043592453,0.7314692139625549,0.46448081731796265,0.6056165099143982,0.6130264401435852,0.3177948296070099,0.6345312595367432,2.9397459030151367,0.7537142717303134,0.10873822867870331,2.7203137708385592e-05,1.0000000634616275,6.243450672632242,0.5423528074071302,False,False
28,0.6346037983894348,0.4336376488208771,0.283653199672699,0.5115019083023071,0.7291244268417358,0.38460394740104675,0.41472432017326355,0.6916170120239258,0.4613244831562042,0.4006275236606598,0.4457569718360901,0.5052655935287476,0.29244330525398254,0.4246640205383301,0.7385237216949463,0.442518025636673,0.7238168716430664,0.39851143956184387,0.3955520689487457,0.4215938150882721,0.2725794017314911,0.34553003311157227,0.647199273109436,0.3085614740848541,0.5815111398696899,0.7313299179077148,0.46434149146080017,0.6054772138595581,0.6128871440887451,0.3176555037498474,0.6346037983894348,2.9378650188446045,0.7537947723245865,0.10906098037958145,2.537893698307642e-05,0.9999999429132628,6.225033577479496,0.5424873739447346,False,False
29,0.6346755623817444,0.4334983229637146,0.2835138738155365,0.5113625526428223,0.728985071182251,0.3844646215438843,0.4145849943161011,0.6914776563644409,0.46118515729904175,0.4004881978034973,0.4456176459789276,0.5051262378692627,0.29230397939682007,0.4245246946811676,0.7383843660354614,0.4423786997795105,0.7236775159835815,0.3983721137046814,0.39541274309158325,0.4214544892311096,0.2724400758743286,0.3453907072544098,0.6470599174499512,0.30842214822769165,0.5813717842102051,0.73119056224823,0.4642021656036377,0.6053378582000732,0.6127477884292603,0.31751617789268494,0.6346755623817444,2.935995578765869,0.7538771816203806,0.10938264429569244,2.345705706428985e-05,0.9999999795135649,6.206782311664758,0.5426216225258184,False,False
30,0.6347464919090271,0.43335896730422974,0.28337451815605164,0.5112231969833374,0.7288457155227661,0.3843252658843994,0.4144456386566162,0.691338300704956,0.4610458016395569,0.40034884214401245,0.44547829031944275,0.5049868822097778,0.2921646237373352,0.42438533902168274,0.7382450103759766,0.44223934412002563,0.7235381603240967,0.39823275804519653,0.3952733874320984,0.42131513357162476,0.27230072021484375,0.3452513515949249,0.6469205617904663,0.3082827925682068,0.5812324285507202,0.7310512065887451,0.46406280994415283,0.6051985025405884,0.6126084327697754,0.3173768222332001,0.6347464919090271,2.934138298034668,0.7539605140826846,0.10970288515090942,2.154518070016755e-05,0.9999999672392417,6.188711802200601,0.5427551549942488,False,False
31,0.6348166465759277,0.4332195818424225,0.2832351326942444,0.5110837817192078,0.7287063002586365,0.38418588042259216,0.41430625319480896,0.6911988854408264,0.46090641617774963,0.4002094566822052,0.4453389048576355,0.5048474669456482,0.29202523827552795,0.4242459535598755,0.7381055951118469,0.4420999586582184,0.723398745059967,0.3980933725833893,0.39513400197029114,0.4211757481098175,0.2721613347530365,0.3451119661331177,0.6467811465263367,0.30814340710639954,0.5810930132865906,0.7309117913246155,0.4639234244823456,0.6050590872764587,0.6124690175056458,0.3172374367713928,0.6348166465759277,2.9322922229766846,0.7540451886930166,0.11002217233181,1.9534111243412827e-05,1.000000001083646,6.170793127825037,0.5428883039604553,False,False
32,0.6348860263824463,0.43308016657829285,0.28309571743011475,0.5109443664550781,0.7285668849945068,0.3840464651584625,0.4141668379306793,0.6910594701766968,0.46076700091362,0.40007004141807556,0.44519948959350586,0.5047080516815186,0.2918858230113983,0.42410653829574585,0.7379661798477173,0.44196054339408875,0.7232593297958374,0.39795395731925964,0.3949945867061615,0.42103633284568787,0.27202191948890686,0.34497255086898804,0.646641731262207,0.3080039918422699,0.5809535980224609,0.7307723760604858,0.46378400921821594,0.6049196720123291,0.6123296022415161,0.3170980215072632,0.6348860263824463,2.930457830429077,0.7541314402075029,0.1103399321436882,1.7453507177758426e-05,1.000000002149884,6.153059354366769,0.5430209831263269,False,False
33,0.6349546313285828,0.4329407215118408,0.2829562723636627,0.5108048915863037,0.7284274101257324,0.3839070200920105,0.4140273928642273,0.6909199953079224,0.46062755584716797,0.39993059635162354,0.44506004452705383,0.5045685768127441,0.2917463779449463,0.4239670932292938,0.7378267049789429,0.4418210983276367,0.723119854927063,0.3978145122528076,0.3948551416397095,0.42089688777923584,0.27188247442245483,0.344833105802536,0.6465022563934326,0.30786454677581787,0.5808141231536865,0.7306329011917114,0.4636445641517639,0.6047801971435547,0.6121901273727417,0.31695857644081116,0.6349546313285828,2.9286346435546875,0.7542185589329382,0.11065663397312164,1.5364190165606553e-05,0.9999999997050875,6.135479185348155,0.5431531262179365,False,False
34,0.6350225210189819,0.4328012466430664,0.2828167974948883,0.5106654167175293,0.728287935256958,0.3837675452232361,0.4138879179954529,0.690780520439148,0.46048808097839355,0.3997911214828491,0.4449205696582794,0.5044291019439697,0.2916069030761719,0.4238276183605194,0.7376872301101685,0.4416816234588623,0.7229803800582886,0.3976750373840332,0.39471566677093506,0.4207574129104614,0.2717429995536804,0.3446936309337616,0.6463627815246582,0.30772507190704346,0.5806746482849121,0.730493426322937,0.4635050892829895,0.6046407222747803,0.6120506525039673,0.31681910157203674,0.6350225210189819,2.926821708679199,0.754307130278107,0.11097224056720734,1.33446220748708e-05,1.0000000495586276,6.118054856549163,0.5432848606735756,False,False
35,0.635089635848999,0.4326617419719696,0.2826772928237915,0.5105258822441101,0.7281484007835388,0.3836280405521393,0.4137484133243561,0.6906409859657288,0.46034857630729675,0.3996516168117523,0.4447810649871826,0.5042895674705505,0.2914673984050751,0.4236881136894226,0.7375476956367493,0.4415421187877655,0.7228408455848694,0.3975355327129364,0.39457616209983826,0.4206179082393646,0.2716034948825836,0.3445541262626648,0.646223247051239,0.30758556723594666,0.5805351138114929,0.7303538918495178,0.4633655846118927,0.6045011878013611,0.6119111180305481,0.31667959690093994,0.635089635848999,2.9250195026397705,0.7543964189985284,0.1112866997718811,1.101076179132002e-05,1.000000002231432,6.100784704005131,0.5434159884317694,False,False
36,0.6351560354232788,0.4325222074985504,0.2825377583503723,0.5103863477706909,0.7280088663101196,0.3834885060787201,0.4136088788509369,0.6905014514923096,0.46020904183387756,0.39951208233833313,0.4446415305137634,0.5041500329971313,0.2913278639316559,0.4235485792160034,0.7374081611633301,0.4414025843143463,0.7227013111114502,0.3973959982395172,0.39443662762641907,0.42047837376594543,0.27146396040916443,0.3444145917892456,0.6460837125778198,0.30744603276252747,0.5803955793380737,0.7302143573760986,0.4632260501384735,0.6043616533279419,0.6117715835571289,0.31654006242752075,0.6351560354232788,2.9232277870178223,0.7544872513452346,0.11159995198249817,8.790046648183702e-06,1.000000067862467,6.083673154072805,0.543546878104698,False,False
37,0.6352217197418213,0.43238264322280884,0.28239819407463074,0.510246753692627,0.7278692722320557,0.3833489418029785,0.4134693145751953,0.6903618574142456,0.460069477558136,0.39937251806259155,0.44450196623802185,0.5040104389190674,0.2911882996559143,0.42340901494026184,0.7372685670852661,0.44126302003860474,0.7225617170333862,0.39725643396377563,0.3942970633506775,0.42033880949020386,0.27132439613342285,0.34427502751350403,0.6459441184997559,0.3073064684867859,0.5802559852600098,0.7300747632980347,0.46308648586273193,0.6042220592498779,0.6116319894790649,0.3164004981517792,0.6352217197418213,2.921447277069092,0.7545789357362949,0.11191168427467346,6.822149547767137e-06,0.9999998853114188,6.066738208593487,0.5436771643075653,False,False
38,0.6352866888046265,0.4322430491447449,0.2822585999965668,0.510107159614563,0.7277296781539917,0.38320934772491455,0.41332972049713135,0.6902222633361816,0.459929883480072,0.3992329239845276,0.4443623721599579,0.5038708448410034,0.29104870557785034,0.4232694208621979,0.7371289730072021,0.44112342596054077,0.7224221229553223,0.39711683988571167,0.3941574692726135,0.4201992154121399,0.2711848020553589,0.34413543343544006,0.6458045244216919,0.3071668744087219,0.5801163911819458,0.7299351692199707,0.46294689178466797,0.604082465171814,0.611492395401001,0.3162609040737152,0.6352866888046265,2.919675588607788,0.7546721527181933,0.11222269386053085,5.039722593641859e-06,1.0000000135285765,6.049932149522843,0.5438074437614044,False,False
