,n_iteration,x_trajectory,y_trajectory,norm_d,alpha,measure_PS,Start_hitting_boundary,stop_hitting_boundary
0,0,[3.1992476 3.1993055 3.1975656],[1.50178647 0.05169618],1.607979655265808,0.7071067690849304,1.6041868925094604,False,False
1,1,[3.1992476 3.1993055 3.1975656],[1.49881256 0.04950321],1.605445146560669,0.7071067690849304,1.6019607782363892,False,False
2,2,[3.1992476 3.1993055 3.1975656],[1.4958626  0.04730183],1.6029961109161377,0.7071067690849304,1.5998096466064453,False,False
3,3,[3.1992476 3.1993055 3.1975656],[1.49293733 0.04509223],1.6006335020065308,0.7071067690849304,1.597733736038208,False,False
4,4,[3.1992476 3.1993055 3.1975656],[1.49003625 0.04287291],1.598358392715454,0.7071067690849304,1.5957340002059937,False,False
5,5,[3.1992476 3.1993055 3.1975656],[1.48715734 0.0406453 ],1.5961681604385376,0.7071067690849304,1.593807339668274,False,False
6,6,[3.1992476 3.1993055 3.1975656],[1.484303   0.03840804],1.594066858291626,0.7071067690849304,1.591957449913025,False,False
7,7,[3.1992476 3.1993055 3.1975656],[1.48147202 0.03615993],1.5920557975769043,0.7071067690849304,1.5901846885681152,False,False
8,8,[3.1992476 3.1993055 3.1975656],[1.47866428 0.03390169],1.5901333093643188,0.7071067690849304,1.5884881019592285,False,False
9,9,[3.1992476 3.1993055 3.1975656],[1.47587848 0.0316332 ],1.5882993936538696,0.7071067690849304,1.5868667364120483,False,False
10,10,[3.1992476 3.1993055 3.1975656],[1.47311664 0.02935278],1.586558222770691,0.7071067690849304,1.5853242874145508,False,False
11,11,[3.1992476 3.1993055 3.1975656],[1.47037709 0.02706015],1.5849075317382812,0.7071067690849304,1.583858609199524,False,False
12,12,[3.1992476 3.1993055 3.1975656],[1.46765995 0.02475619],1.5833485126495361,0.7071067690849304,1.582470417022705,False,False
13,13,[3.1992476 3.1993055 3.1975656],[1.46496439 0.02243978],1.581880807876587,0.7071067690849304,1.581158995628357,False,False
14,14,[3.1992476 3.1993055 3.1975656],[1.46229136 0.02011079],1.58050537109375,0.7071067690849304,1.5799251794815063,False,False
15,15,[3.1992476 3.1993055 3.1975656],[1.45964074 0.01776749],1.5792251825332642,0.7071067690849304,1.5787718296051025,False,False
16,16,[3.1992476 3.1993055 3.1975656],[1.45701027 0.01541185],1.5780354738235474,0.7071067690849304,1.5776935815811157,False,False
17,17,[3.1992476 3.1993055 3.1975656],[1.45440173 0.01304191],1.5769405364990234,0.7071067690849304,1.5766947269439697,False,False
18,18,[3.1992476 3.1993055 3.1975656],[1.45181262 0.01065886],1.575937271118164,0.7071067690849304,1.5757719278335571,False,False
19,19,[3.1992476 3.1993055 3.1975656],[1.44924533 0.00826067],1.5750302076339722,0.7071067690849304,1.5749294757843018,False,False
20,20,[3.1992476 3.1993055 3.1975656],[1.44669819 0.00584793],1.5742173194885254,0.7071067690849304,1.57416570186615,False,False
21,21,[3.1992476 3.1993055 3.1975656],[1.44417191 0.00341964],1.5734988451004028,0.7071067690849304,1.5734798908233643,False,False
22,22,[3.1992476 3.1993055 3.1975656],[1.44166470e+00 9.75191593e-04],1.572875738143921,0.7071067690849304,1.5728737115859985,False,False
23,23,[3.1992476 3.1993055 3.1975656],[ 1.43917799 -0.00148469],1.5723490715026855,0.7071067690849304,1.5723471641540527,False,False
24,24,[3.1992476 3.1993055 3.1975656],[ 1.43671036 -0.00396055],1.571916103363037,0.7071067690849304,1.5718985795974731,False,False
25,25,[3.1992476 3.1993055 3.1975656],[ 1.43426073 -0.00645238],1.5715783834457397,0.7071067690849304,1.5715280771255493,False,False
26,26,[3.1992476 3.1993055 3.1975656],[ 1.43183112 -0.00896227],1.5713372230529785,0.7071067690849304,1.5712378025054932,False,False
27,27,[3.1992476 3.1993055 3.1975656],[ 1.42942095 -0.01149005],1.5711932182312012,0.7071067690849304,1.571028709411621,False,False
28,28,[3.1992476 3.1993055 3.1975656],[ 1.42702699 -0.01403344],1.5711416006088257,0.7071067690849304,1.5708950757980347,False,False
29,29,[3.1992476 3.1993055 3.1975656],[ 1.42465186 -0.01659572],1.5711883306503296,0.7071067690849304,1.5708434581756592,False,False
30,30,[3.1992476 3.1993055 3.1975656],[ 1.42229426 -0.01917571],1.5713303089141846,0.7071067690849304,1.5708703994750977,False,False
31,31,[3.1992476 3.1993055 3.1975656],[ 1.41995549 -0.02177471],1.5715686082839966,0.7071067690849304,1.5709774494171143,False,False
32,32,[3.1992476 3.1993055 3.1975656],[ 1.41763234 -0.02439153],1.5719008445739746,0.7071067690849304,1.5711619853973389,False,False
33,33,[3.1992476 3.1993055 3.1975656],[ 1.41532516 -0.02702755],1.5723284482955933,0.7071067690849304,1.571425437927246,False,False
34,34,[3.1992476 3.1993055 3.1975656],[ 1.41303611 -0.02968282],1.5728517770767212,0.7071067690849304,1.5717685222625732,False,False
35,35,[3.1992476 3.1993055 3.1975656],[ 1.41076207 -0.03235805],1.5734704732894897,0.7071067690849304,1.5721908807754517,False,False
36,36,[3.1992476 3.1993055 3.1975656],[ 1.40850425 -0.0350526 ],1.5741839408874512,0.7071067690849304,1.5726921558380127,False,False
37,37,[3.1992476 3.1993055 3.1975656],[ 1.40626144 -0.03776753],1.5749925374984741,0.7071067690849304,1.573272705078125,False,False
38,38,[3.1992476 3.1993055 3.1975656],[ 1.40403438 -0.04050308],1.5758962631225586,0.7071067690849304,1.5739325284957886,False,False
39,39,[3.1992476 3.1993055 3.1975656],[ 1.40182185 -0.04325879],1.5768930912017822,0.7071067690849304,1.5746703147888184,False,False
40,40,[3.1992476 3.1993055 3.1975656],[ 1.39962363 -0.04603535],1.5779837369918823,0.7071067690849304,1.5754865407943726,False,False
41,41,[3.1992476 3.1993055 3.1975656],[ 1.39744055 -0.04883403],1.5791696310043335,0.7071067690849304,1.5763832330703735,False,False
42,42,[3.1992476 3.1993055 3.1975656],[ 1.39527011 -0.05165333],1.5804474353790283,0.7071067690849304,1.5773568153381348,False,False
43,43,[3.1992476 3.1993055 3.1975656],[ 1.3931129  -0.05449367],1.5818170309066772,0.7071067690849304,1.5784075260162354,False,False
44,44,[3.1992476 3.1993055 3.1975656],[ 1.39096928 -0.05735636],1.5832797288894653,0.7071067690849304,1.5795373916625977,False,False
45,45,[3.1992476 3.1993055 3.1975656],[ 1.38883841 -0.06024158],1.5848355293273926,0.7071067690849304,1.5807462930679321,False,False
